route_code,operator,direction,origin,terminus,seq,station,stops,cumulative_minutes
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,1,Westwyvern,True,0.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,2,Millcastle,True,-28.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,3,Millcastle Racecourse,True,-27.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,4,Westercoast,True,-25.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,5,Faymere,True,-23.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,6,Edgemead,True,-21.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,7,Leighton City,True,-18.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,8,Leighton Stepford Road,True,-16.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,9,Rocket Parade,True,-15.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,10,Water Newton,True,-13.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,11,Upper Staploe,True,-11.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,12,Hampton Hargate,True,-9.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,13,Benton Bridge,True,-7.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,14,Benton,True,-5.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,15,Coxly,True,-4.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,16,Bodin,True,-2.0
R025,Stepford Connect,up,Westwyvern,St Helens Bridge,17,St Helens Bridge,True,0.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,1,Stepford Victoria,True,0.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,2,Stepford Central,True,3.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,3,Stepford East,True,5.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,4,St Helens Bridge,True,7.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,5,Bodin,True,10.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,6,Coxly,True,12.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,7,Benton,True,14.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,8,Hampton Hargate,True,18.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,9,Water Newton,True,20.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,10,Leighton Stepford Road,True,23.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,11,Leighton City,True,25.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,12,Edgemead,True,27.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,13,Westercoast,True,29.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,14,Millcastle,True,32.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,15,Westwyvern,True,35.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,16,Northshore,True,38.0
R026,Stepford Connect,down,Stepford Victoria,Llyn-by-the-Sea,17,Llyn-by-the-Sea,True,43.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,1,Llyn-by-the-Sea,True,0.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,2,Northshore,True,-32.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,3,Westwyvern,True,-29.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,4,Millcastle,True,-26.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,5,Westercoast,True,-23.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,6,Edgemead,True,-21.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,7,Leighton City,True,-19.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,8,Leighton Stepford Road,True,-17.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,9,Water Newton,True,-15.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,10,Hampton Hargate,True,-13.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,11,Benton,True,-11.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,12,Coxly,True,-10.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,13,Bodin,True,-8.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,14,St Helens Bridge,True,-6.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,15,Stepford East,True,-4.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,16,Stepford Central,True,-2.0
R026,Stepford Connect,up,Llyn-by-the-Sea,Stepford Victoria,17,Stepford Victoria,True,0.0
R032,Stepford Connect,down,Willowfield,Port Benton,1,Willowfield,True,0.0
R032,Stepford Connect,down,Willowfield,Port Benton,2,Beechley,True,3.0
R032,Stepford Connect,down,Willowfield,Port Benton,3,Stepford Central,True,5.0
R032,Stepford Connect,down,Willowfield,Port Benton,4,Stepford East,True,7.0
R032,Stepford Connect,down,Willowfield,Port Benton,5,St Helens Bridge,True,9.0
R032,Stepford Connect,down,Willowfield,Port Benton,6,Bodin,True,11.0
R032,Stepford Connect,down,Willowfield,Port Benton,7,Coxly,True,13.0
R032,Stepford Connect,down,Willowfield,Port Benton,8,Benton,True,15.0
R032,Stepford Connect,down,Willowfield,Port Benton,9,Port Benton,True,16.0
R032,Stepford Connect,up,Port Benton,Willowfield,1,Port Benton,True,0.0
R032,Stepford Connect,up,Port Benton,Willowfield,2,Benton,True,1.0
R032,Stepford Connect,up,Port Benton,Willowfield,3,Coxly,True,3.0
R032,Stepford Connect,up,Port Benton,Willowfield,4,Bodin,True,5.0
R032,Stepford Connect,up,Port Benton,Willowfield,5,St Helens Bridge,True,7.0
R032,Stepford Connect,up,Port Benton,Willowfield,6,Stepford East,True,9.0
R032,Stepford Connect,up,Port Benton,Willowfield,7,Stepford Central,True,11.0
R032,Stepford Connect,up,Port Benton,Willowfield,8,Beechley,True,13.0
R032,Stepford Connect,up,Port Benton,Willowfield,9,Willowfield,True,16.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,1,Beechley,True,0.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,2,Stepford Central,True,2.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,3,Stepford East,True,4.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,4,St Helens Bridge,True,6.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,5,Bodin,True,8.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,6,Coxly,True,10.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,7,Benton,True,12.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,8,Benton Bridge,True,14.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,9,Stepford Airport Parkway,True,15.0
R033,Stepford Connect,down,Beechley,Stepford Airport Central,10,Stepford Airport Central,True,18.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,1,Stepford Airport Central,True,0.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,2,Stepford Airport Parkway,True,-2.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,3,Benton Bridge,True,-4.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,4,Benton,True,-6.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,5,Coxly,True,-8.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,6,Bodin,True,-10.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,7,St Helens Bridge,True,-12.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,8,Stepford East,True,-14.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,9,Stepford Central,True,-16.0
R033,Stepford Connect,up,Stepford Airport Central,Beechley,10,Beechley,True,-19.0
R035,Stepford Connect,down,Willowfield,Westwyvern,1,Willowfield,True,0.0
R035,Stepford Connect,down,Willowfield,Westwyvern,2,Beechley,True,3.0
R035,Stepford Connect,down,Willowfield,Westwyvern,3,Stepford Central,True,5.0
R035,Stepford Connect,down,Willowfield,Westwyvern,4,Stepford East,True,6.0
R035,Stepford Connect,down,Willowfield,Westwyvern,5,St Helens Bridge,True,7.0
R035,Stepford Connect,down,Willowfield,Westwyvern,6,Bodin,True,9.0
R035,Stepford Connect,down,Willowfield,Westwyvern,7,Coxly,True,11.0
R035,Stepford Connect,down,Willowfield,Westwyvern,8,Benton,True,13.0
R035,Stepford Connect,down,Willowfield,Westwyvern,9,Benton Bridge,True,15.0
R035,Stepford Connect,down,Willowfield,Westwyvern,10,Hampton Hargate,True,17.0
R035,Stepford Connect,down,Willowfield,Westwyvern,11,Water Newton,True,19.0
R035,Stepford Connect,down,Willowfield,Westwyvern,12,Leighton Stepford Road,True,22.0
R035,Stepford Connect,down,Willowfield,Westwyvern,13,Leighton City,True,24.0
R035,Stepford Connect,down,Willowfield,Westwyvern,14,Edgemead,True,26.0
R035,Stepford Connect,down,Willowfield,Westwyvern,15,Faymere,True,29.0
R035,Stepford Connect,down,Willowfield,Westwyvern,16,Westercoast,True,31.0
R035,Stepford Connect,down,Willowfield,Westwyvern,17,Millcastle,True,34.0
R035,Stepford Connect,down,Willowfield,Westwyvern,18,Westwyvern,True,38.0
R035,Stepford Connect,up,Westwyvern,Willowfield,1,Westwyvern,True,0.0
R035,Stepford Connect,up,Westwyvern,Willowfield,2,Millcastle,True,-4.0
R035,Stepford Connect,up,Westwyvern,Willowfield,3,Westercoast,True,-7.0
R035,Stepford Connect,up,Westwyvern,Willowfield,4,Faymere,True,-10.0
R035,Stepford Connect,up,Westwyvern,Willowfield,5,Edgemead,True,-12.0
R035,Stepford Connect,up,Westwyvern,Willowfield,6,Leighton City,True,-14.0
R035,Stepford Connect,up,Westwyvern,Willowfield,7,Leighton Stepford Road,True,-16.0
R035,Stepford Connect,up,Westwyvern,Willowfield,8,Water Newton,True,-19.0
R035,Stepford Connect,up,Westwyvern,Willowfield,9,Hampton Hargate,True,-21.0
R035,Stepford Connect,up,Westwyvern,Willowfield,10,Benton Bridge,True,-23.0
R035,Stepford Connect,up,Westwyvern,Willowfield,11,Benton,True,-25.0
R035,Stepford Connect,up,Westwyvern,Willowfield,12,Coxly,True,-27.0
R035,Stepford Connect,up,Westwyvern,Willowfield,13,Bodin,True,-29.0
R035,Stepford Connect,up,Westwyvern,Willowfield,14,St Helens Bridge,True,-31.0
R035,Stepford Connect,up,Westwyvern,Willowfield,15,Stepford East,True,-32.0
R035,Stepford Connect,up,Westwyvern,Willowfield,16,Stepford Central,True,-33.0
R035,Stepford Connect,up,Westwyvern,Willowfield,17,Beechley,True,-35.0
R035,Stepford Connect,up,Westwyvern,Willowfield,18,Willowfield,True,-38.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,1,Willowfield,True,0.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,2,Beechley,True,3.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,3,Stepford Central,True,5.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,4,Stepford East,True,7.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,5,St Helens Bridge,True,9.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,6,Bodin,True,12.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,7,Coxly,True,14.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,8,Benton,True,16.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,9,Hampton Hargate,True,20.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,10,Water Newton,True,22.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,11,Leighton Stepford Road,True,25.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,12,Leighton City,True,27.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,13,Edgemead,True,29.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,14,Westercoast,True,32.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,15,Millcastle,True,34.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,16,Westwyvern,True,37.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,17,Northshore,True,40.0
R036,Stepford Connect,down,Willowfield,Llyn-by-the-Sea,18,Llyn-by-the-Sea,True,44.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,1,Llyn-by-the-Sea,True,0.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,2,Northshore,True,-3.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,3,Westwyvern,True,-6.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,4,Millcastle,True,-8.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,5,Westercoast,True,-10.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,6,Edgemead,True,-12.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,7,Leighton City,True,-14.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,8,Leighton Stepford Road,True,-16.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,9,Water Newton,True,-18.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,10,Hampton Hargate,True,-20.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,11,Benton,True,-22.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,12,Coxly,True,-23.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,13,Bodin,True,-25.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,14,St Helens Bridge,True,-27.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,15,Stepford East,True,-29.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,16,Stepford Central,True,-31.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,17,Beechley,True,-33.0
R036,Stepford Connect,up,Llyn-by-the-Sea,Willowfield,18,Willowfield,True,-36.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,1,Leighton City,True,0.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,2,Edgemead,True,5.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,3,Faymere,True,7.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,4,Westercoast,True,9.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,5,Millcastle,True,11.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,6,Westwyvern,True,13.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,7,Northshore,True,15.0
R037,Stepford Connect,down,Leighton City,Llyn-by-the-Sea,8,Llyn-by-the-Sea,True,18.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,1,Llyn-by-the-Sea,True,0.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,2,Northshore,True,3.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,3,Westwyvern,True,5.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,4,Millcastle,True,7.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,5,Westercoast,True,9.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,6,Faymere,True,11.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,7,Edgemead,True,13.0
R037,Stepford Connect,up,Llyn-by-the-Sea,Leighton City,8,Leighton City,True,18.0
R038,Stepford Connect,down,Leighton City,Westwyvern,1,Leighton City,True,0.0
R038,Stepford Connect,down,Leighton City,Westwyvern,2,Edgemead,True,5.0
R038,Stepford Connect,down,Leighton City,Westwyvern,3,Faymere,True,7.0
R038,Stepford Connect,down,Leighton City,Westwyvern,4,Westercoast,True,9.0
R038,Stepford Connect,down,Leighton City,Westwyvern,5,Millcastle Racecourse,True,11.0
R038,Stepford Connect,down,Leighton City,Westwyvern,6,Millcastle,True,12.0
R038,Stepford Connect,down,Leighton City,Westwyvern,7,Westwyvern,True,14.0
R038,Stepford Connect,up,Westwyvern,Leighton City,1,Westwyvern,True,0.0
R038,Stepford Connect,up,Westwyvern,Leighton City,2,Millcastle,True,2.0
R038,Stepford Connect,up,Westwyvern,Leighton City,3,Millcastle Racecourse,True,3.0
R038,Stepford Connect,up,Westwyvern,Leighton City,4,Westercoast,True,5.0
R038,Stepford Connect,up,Westwyvern,Leighton City,5,Faymere,True,7.0
R038,Stepford Connect,up,Westwyvern,Leighton City,6,Edgemead,True,9.0
R038,Stepford Connect,up,Westwyvern,Leighton City,7,Leighton City,True,14.0
R039,Stepford Connect,down,Benton,Leighton City,1,Benton,True,0.0
R039,Stepford Connect,down,Benton,Leighton City,2,Benton Bridge,True,2.0
R039,Stepford Connect,down,Benton,Leighton City,3,Hampton Hargate,True,4.0
R039,Stepford Connect,down,Benton,Leighton City,4,Upper Staploe,True,6.0
R039,Stepford Connect,down,Benton,Leighton City,5,Water Newton,True,8.0
R039,Stepford Connect,down,Benton,Leighton City,6,Rocket Parade,True,10.0
R039,Stepford Connect,down,Benton,Leighton City,7,Leighton Stepford Road,True,11.0
R039,Stepford Connect,down,Benton,Leighton City,8,Leighton City,True,12.0
R039,Stepford Connect,up,Leighton City,Benton,1,Leighton City,True,0.0
R039,Stepford Connect,up,Leighton City,Benton,2,Leighton Stepford Road,True,-1.0
R039,Stepford Connect,up,Leighton City,Benton,3,Rocket Parade,True,-2.0
R039,Stepford Connect,up,Leighton City,Benton,4,Water Newton,True,-4.0
R039,Stepford Connect,up,Leighton City,Benton,5,Upper Staploe,True,-6.0
R039,Stepford Connect,up,Leighton City,Benton,6,Hampton Hargate,True,-8.0
R039,Stepford Connect,up,Leighton City,Benton,7,Benton Bridge,True,-10.0
R039,Stepford Connect,up,Leighton City,Benton,8,Benton,True,-12.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,1,Edgemead,True,0.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,2,Faymere,True,2.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,3,Westercoast,True,5.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,4,Millcastle Racecourse,True,7.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,5,Millcastle,True,9.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,6,Westwyvern,True,12.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,7,Starryloch,True,14.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,8,Northshore,True,16.0
R040,Stepford Connect,down,Edgemead,Llyn-by-the-Sea,9,Llyn-by-the-Sea,True,20.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,1,Llyn-by-the-Sea,True,0.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,2,Northshore,True,-3.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,3,Starryloch,True,-5.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,4,Westwyvern,True,-7.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,5,Millcastle,True,-9.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,6,Millcastle Racecourse,True,-11.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,7,Westercoast,True,-13.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,8,Faymere,True,-15.0
R040,Stepford Connect,up,Llyn-by-the-Sea,Edgemead,9,Edgemead,True,-17.0
R041,Stepford Connect,down,Leighton West,Edgemead,1,Leighton West,True,0.0
R041,Stepford Connect,down,Leighton West,Edgemead,2,Edgemead,True,2.0
R041,Stepford Connect,up,Edgemead,Leighton West,1,Edgemead,True,0.0
R041,Stepford Connect,up,Edgemead,Leighton West,2,Leighton West,True,-3.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,1,Leighton West,True,0.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,2,Edgemead,True,2.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,3,Faymere,True,4.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,4,Westercoast,True,7.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,5,Millcastle,True,9.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,6,Westwyvern,True,12.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,7,Starryloch,True,14.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,8,Northshore,True,16.0
R042,Stepford Connect,down,Leighton West,Llyn-by-the-Sea,9,Llyn-by-the-Sea,True,20.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,1,Llyn-by-the-Sea,True,0.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,2,Northshore,True,-3.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,3,Starryloch,True,-5.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,4,Westwyvern,True,-7.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,5,Millcastle,True,-9.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,6,Westercoast,True,-11.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,7,Faymere,True,-13.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,8,Edgemead,True,-15.0
R042,Stepford Connect,up,Llyn-by-the-Sea,Leighton West,9,Leighton West,True,-18.0
R043,Stepford Connect,down,Leighton West,Leighton City,1,Leighton West,True,0.0
R043,Stepford Connect,down,Leighton West,Leighton City,2,Leighton City,True,2.0
R043,Stepford Connect,up,Leighton City,Leighton West,1,Leighton City,True,0.0
R043,Stepford Connect,up,Leighton City,Leighton West,2,Leighton West,True,3.0
R044,Stepford Connect,down,Benton,Leighton West,1,Benton,True,0.0
R044,Stepford Connect,down,Benton,Leighton West,2,Benton Bridge,True,2.0
R044,Stepford Connect,down,Benton,Leighton West,3,Hampton Hargate,True,4.0
R044,Stepford Connect,down,Benton,Leighton West,4,Upper Staploe,True,6.0
R044,Stepford Connect,down,Benton,Leighton West,5,Water Newton,True,8.0
R044,Stepford Connect,down,Benton,Leighton West,6,Rocket Parade,True,10.0
R044,Stepford Connect,down,Benton,Leighton West,7,Leighton Stepford Road,True,11.0
R044,Stepford Connect,down,Benton,Leighton West,8,Leighton City,True,12.0
R044,Stepford Connect,down,Benton,Leighton West,9,Leighton West,True,13.0
R044,Stepford Connect,up,Leighton West,Benton,1,Leighton West,True,0.0
R044,Stepford Connect,up,Leighton West,Benton,2,Leighton City,True,-1.0
R044,Stepford Connect,up,Leighton West,Benton,3,Leighton Stepford Road,True,-2.0
R044,Stepford Connect,up,Leighton West,Benton,4,Rocket Parade,True,-3.0
R044,Stepford Connect,up,Leighton West,Benton,5,Water Newton,True,-5.0
R044,Stepford Connect,up,Leighton West,Benton,6,Upper Staploe,True,-7.0
R044,Stepford Connect,up,Leighton West,Benton,7,Hampton Hargate,True,-9.0
R044,Stepford Connect,up,Leighton West,Benton,8,Benton Bridge,True,-11.0
R044,Stepford Connect,up,Leighton West,Benton,9,Benton,True,-13.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,1,Stepford Victoria,True,0.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,2,Stepford Central,True,3.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,3,Stepford East,True,5.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,4,St Helens Bridge,True,7.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,5,Bodin,True,9.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,6,Coxly,True,11.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,7,Benton,True,13.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,8,Benton Bridge,True,15.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,9,Hampton Hargate,True,17.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,10,Upper Staploe,True,19.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,11,Water Newton,True,21.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,12,Rocket Parade,True,23.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,13,Leighton Stepford Road,True,24.0
R045,Stepford Connect,down,Stepford Victoria,Leighton City,14,Leighton City,True,25.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,1,Leighton City,True,0.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,2,Leighton Stepford Road,True,-1.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,3,Rocket Parade,True,-2.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,4,Water Newton,True,-4.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,5,Upper Staploe,True,-6.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,6,Hampton Hargate,True,-8.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,7,Benton Bridge,True,-10.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,8,Benton,True,-12.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,9,Coxly,True,-14.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,10,Bodin,True,-16.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,11,St Helens Bridge,True,-19.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,12,Stepford East,True,-21.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,13,Stepford Central,True,-23.0
R045,Stepford Connect,up,Leighton City,Stepford Victoria,14,Stepford Victoria,True,-26.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,1,Stepford Victoria,True,0.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,2,City Hospital,True,3.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,3,Stepford Central,True,4.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,4,Stepford East,True,6.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,5,St Helens Bridge,True,7.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,6,Bodin,True,10.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,7,Coxly,True,12.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,8,Benton,True,14.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,9,Benton Bridge,True,16.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,10,Stepford Airport Parkway,True,17.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,11,Stepford Airport Central,True,19.0
R046,Stepford Connect,down,Stepford Victoria,Airport Terminal 2,12,Airport Terminal 2,True,23.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,1,Airport Terminal 2,True,0.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,2,Stepford Airport Central,True,-2.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,3,Stepford Airport Parkway,True,-4.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,4,Benton Bridge,True,-6.0
R046,Stepford Connect,up,Airport Terminal 2,Stepford Victoria,5,Benton,True,-8.0
